Width,Height,Roi.X1,Roi.Y1,Roi.X2,Roi.Y2,ClassId
52,51,6,5,47,46,15
43,44,5,5,38,39,15
44,52,5,6,39,47,15
58,63,5,5,53,58,15
32,33,5,5,27,28,15
36,38,5,5,30,32,15
50,51,5,5,45,46,15
48,55,5,6,43,49,15
29,32,6,5,24,27,15
27,28,5,5,22,23,15
45,50,5,6,39,45,15
44,52,5,6,39,47,15
59,59,5,5,54,53,15
60,60,5,5,55,55,15
43,47,6,5,38,42,15
27,27,5,5,22,22,15
28,29,5,5,23,24,15
34,37,5,6,28,31,15
59,59,5,5,54,53,15
27,27,5,5,22,22,15
59,58,6,5,54,53,15
44,52,5,6,39,47,15
47,54,5,6,42,49,15
27,28,5,5,22,23,15
40,39,5,5,35,34,15
38,40,5,6,33,35,15
34,35,6,6,29,30,15
106,123,9,11,97,113,15
27,27,6,5,22,22,15
27,28,5,5,22,23,15
34,35,6,5,29,30,15
30,32,5,6,25,27,15
27,27,5,5,22,22,15
31,32,5,5,26,27,15
80,88,7,7,73,80,15
37,38,5,5,31,32,15
29,32,5,6,24,27,15
121,145,11,12,111,133,15
30,32,5,6,25,27,15
50,51,5,5,45,46,15
55,54,6,5,50,49,16
52,53,6,6,47,48,16
57,55,5,5,51,50,16
40,41,5,5,35,36,16
34,34,5,5,29,29,16
54,53,5,5,49,48,16
31,31,5,5,26,26,16
95,95,8,9,87,87,16
55,56,6,5,50,51,16
27,28,5,6,22,23,16
52,51,5,5,47,46,16
78,77,7,6,72,71,16
101,102,8,9,93,94,16
59,59,6,5,54,54,16
54,53,6,5,48,48,16
39,40,5,6,34,35,16
29,29,5,6,23,24,16
82,84,6,7,75,77,16
59,59,5,5,54,54,16
39,40,5,6,34,35,16
80,79,7,6,73,72,16
93,93,7,8,85,85,16
31,31,5,6,26,26,16
53,51,6,5,47,46,16
34,35,5,5,29,30,16
95,95,8,9,87,87,16
145,143,13,12,133,131,16
60,63,5,6,55,58,16
96,97,8,9,88,89,16
83,82,6,6,76,76,16
39,40,5,5,34,35,16
61,64,5,6,56,59,16
39,41,5,5,34,36,16
33,34,5,5,28,29,16
40,41,5,5,35,36,16
38,38,5,5,33,33,16
37,37,5,5,32,32,16
39,41,5,5,34,36,16
34,34,5,5,29,29,16
55,57,5,6,50,52,16
32,33,5,6,27,28,16
56,56,5,6,51,51,16
49,49,5,5,44,44,16
29,29,5,6,23,24,16
55,57,5,6,50,52,16
28,29,5,6,23,24,16
95,95,8,9,87,87,16
56,54,5,5,50,49,16
42,42,5,5,36,37,16
102,104,8,9,94,95,16
27,27,6,6,22,22,16
78,77,6,6,71,70,16
58,57,5,5,52,52,16
39,40,5,5,34,35,16
87,87,7,7,80,80,16
69,70,5,6,64,64,16
59,59,5,5,54,54,16
55,53,6,5,49,48,16
86,85,7,7,78,78,16
55,56,6,5,50,51,16
41,42,5,5,36,37,16
34,34,5,5,29,29,16
40,41,5,5,35,36,16
75,74,6,6,69,68,16
39,41,5,5,34,36,16
35,35,5,5,30,30,16
90,90,7,8,82,82,16
121,120,10,10,111,110,16
39,40,5,5,34,35,16
52,53,6,5,47,48,16
27,27,6,6,22,22,16
39,40,5,6,34,35,16
29,30,5,5,24,25,16
56,57,5,5,51,52,16
34,35,5,5,29,30,16
39,41,5,5,34,36,16
56,55,5,5,50,50,16
77,81,6,7,71,74,16
73,75,6,6,67,68,16
128,127,10,10,117,116,16
36,37,5,5,31,32,16
39,40,5,5,34,35,16
54,53,6,5,48,48,16
39,40,5,6,34,35,16
39,40,5,5,34,35,16
38,39,5,5,33,34,16
29,29,6,6,24,24,16
92,92,8,8,84,84,16
41,42,5,5,36,37,16
59,59,5,5,54,54,16
89,89,7,8,81,82,16
39,41,5,5,34,36,16
33,34,5,5,28,29,16
32,32,5,5,26,27,16
73,72,6,6,67,66,16
88,88,7,7,80,81,16
40,41,5,5,35,36,16
75,74,7,6,69,68,16
50,50,5,5,45,45,16
84,83,6,6,76,76,16
52,53,5,6,47,48,16
88,88,7,7,80,81,16
77,76,6,6,70,69,16
47,48,5,5,41,43,16
87,87,7,7,79,80,16
44,48,5,5,39,43,16
85,84,6,7,77,77,16
90,90,7,8,82,82,16
86,85,7,7,78,78,16
132,131,11,11,121,120,16
122,121,10,10,112,111,16
33,33,5,5,28,28,16
31,31,5,5,25,26,16
40,41,5,5,35,36,16
74,73,6,6,68,67,16
44,48,5,5,39,43,16
27,28,5,6,22,23,16
55,53,5,5,49,48,16
39,40,5,6,34,35,16
137,135,11,11,125,123,16
33,33,5,5,28,28,16
39,40,5,6,34,35,16
39,41,5,6,34,36,16
49,49,5,5,44,44,16
33,33,5,5,28,28,16
58,57,6,5,52,52,16
40,41,5,5,35,36,16
54,53,6,5,48,48,16
35,35,5,5,30,30,16
56,54,6,5,50,49,16
40,41,5,5,35,36,16
26,27,5,6,21,22,16
39,41,5,6,34,36,16
39,41,5,5,34,36,16
95,96,8,9,87,88,16
55,55,6,5,50,50,16
43,47,5,5,38,42,16
82,81,7,7,75,74,16
39,40,5,5,34,35,16
67,68,5,6,62,63,16
66,67,6,6,60,61,16
32,32,5,5,27,27,16
54,55,5,6,49,50,16
48,48,5,5,43,43,16
57,58,5,5,52,53,16
57,55,5,5,51,50,16
57,58,5,5,52,53,16
27,28,6,6,22,23,16
39,41,5,6,34,36,16
93,94,8,8,85,86,16
41,42,5,5,36,36,16
43,46,5,5,38,41,16
32,32,5,5,27,27,16
39,40,5,6,34,35,16
82,81,7,7,75,74,16
53,53,5,6,48,48,16
32,32,5,5,27,27,16
75,75,6,6,69,69,16
46,48,5,5,41,43,16
53,53,5,6,48,48,16
41,41,5,5,36,36,16
71,70,7,6,65,64,16
51,52,5,5,46,47,16
89,88,7,7,81,81,16
26,27,5,5,21,22,16
46,48,5,5,41,43,16
47,48,5,5,41,43,16
32,33,5,6,27,28,16
71,72,6,6,65,65,16
90,89,7,7,82,82,16
43,47,5,5,38,42,16
35,35,5,5,30,30,16
51,50,5,5,46,45,16
51,49,5,5,45,44,16
55,56,6,5,50,51,16
35,36,5,5,30,31,16
49,48,5,5,43,43,16
30,30,5,6,24,25,16
43,47,5,5,38,42,16
38,39,5,5,33,34,16
31,31,5,6,25,26,16
104,105,8,9,95,96,16
39,40,5,6,34,35,16
55,55,6,5,50,50,16
40,41,5,5,35,36,16
85,84,7,7,77,77,16
50,51,5,5,45,46,16
137,135,12,11,126,124,16
56,57,5,6,51,52,16
40,41,5,5,35,36,16
39,40,5,6,34,35,16
61,64,5,6,56,59,16
106,107,8,9,97,98,16
82,81,7,7,75,74,16
59,59,5,5,54,54,16
54,56,6,6,49,51,16
40,41,5,5,35,36,16
51,52,5,5,46,47,16
33,33,5,5,28,28,16
57,56,5,5,51,51,16
39,40,5,6,34,35,16
32,32,5,6,27,27,16
55,53,6,5,49,48,16
29,29,5,6,23,24,16
41,42,5,5,35,37,16
38,46,5,6,33,41,17
35,34,5,5,29,29,17
34,45,6,5,29,40,17
43,45,5,5,38,40,17
34,35,5,5,29,30,17
58,61,5,6,53,56,17
50,46,5,5,45,41,17
39,41,5,5,33,36,17
36,49,5,6,30,43,17
32,32,5,5,27,27,17
46,48,5,5,41,43,17
42,45,5,5,37,39,17
27,32,5,6,22,27,17
43,44,6,5,37,39,17
31,30,6,5,25,25,17
39,41,5,6,34,36,17
46,49,5,5,41,44,17
28,27,5,5,23,22,17
29,28,5,5,24,23,17
48,52,5,6,43,47,17
48,46,5,5,43,41,17
34,38,6,5,29,33,17
39,42,5,5,34,36,17
29,29,6,5,24,24,17
27,32,5,6,22,27,17
41,44,6,5,36,39,17
29,28,5,5,24,23,17
26,40,5,5,21,35,17
41,45,5,6,35,40,17
58,63,5,5,53,58,17
59,63,6,5,54,58,17
30,31,6,5,25,26,17
42,44,5,5,37,39,17
33,37,5,6,28,32,17
39,41,5,5,33,36,17
28,32,5,5,23,27,17
31,33,5,5,26,28,17
29,28,5,5,24,23,17
32,32,5,5,27,27,17
67,74,5,6,61,68,17
31,31,6,5,26,26,17
50,48,6,6,45,43,17
38,38,5,5,33,33,17
50,50,5,5,45,45,17
71,77,7,7,65,71,17
43,45,5,5,38,40,17
47,48,6,6,42,43,17
48,52,5,6,43,47,17
30,30,5,5,25,25,17
48,52,5,6,43,47,17
27,29,6,6,22,24,17
32,33,5,5,27,28,17
28,28,5,5,23,23,17
33,34,5,5,28,29,17
30,30,5,5,25,25,17
49,52,5,6,43,47,17
50,50,6,6,45,45,17
35,40,5,5,30,35,17
48,51,5,6,43,46,17
39,41,5,5,33,36,17
36,37,5,5,31,32,17
50,51,5,5,45,46,17
42,45,5,5,37,39,17
28,39,6,5,23,34,17
30,30,6,5,25,25,17
30,30,5,5,25,24,17
57,59,5,5,52,54,17
34,34,5,5,29,29,17
29,31,5,5,24,26,17
33,45,5,5,28,40,17
27,29,5,5,22,24,17
25,40,5,5,20,34,17
48,48,6,5,43,43,17
43,45,5,5,37,39,17
36,38,5,6,31,33,17
58,63,5,5,53,58,17
32,35,5,6,27,30,17
96,95,8,7,88,87,17
29,31,5,5,24,26,17
34,36,5,6,29,31,17
34,34,5,6,29,29,17
35,38,5,5,30,33,17
33,45,5,5,28,40,17
34,38,5,5,29,33,17
31,31,6,5,26,26,17
27,26,5,5,22,21,17
29,37,6,5,24,32,17
29,30,5,6,24,25,17
30,39,6,5,25,34,17
27,29,5,6,22,24,17
34,36,5,6,29,31,17
39,42,6,5,34,36,17
35,39,5,6,30,34,17
38,38,6,5,33,32,17
40,44,5,6,35,39,17
36,38,5,6,31,33,17
47,49,5,6,41,44,17
43,45,5,5,37,39,17
31,30,6,5,25,25,17
29,30,5,6,24,25,17
48,52,5,6,43,47,17
48,51,5,6,43,46,17
36,39,5,5,31,34,17
37,37,6,5,32,32,17
33,33,6,5,28,28,17
43,45,5,5,38,40,17
44,44,6,5,39,39,17
68,71,6,6,62,65,17
42,45,5,5,37,39,17
27,32,6,6,22,27,17
48,48,6,6,43,43,17
44,47,5,6,39,42,17
43,45,5,5,38,40,17
34,38,5,5,29,33,17
31,32,6,5,26,27,17
47,49,5,6,41,44,17
36,38,5,6,31,33,17
28,29,5,5,23,24,17
61,67,5,5,56,62,17
57,61,5,6,52,56,17
47,49,5,6,41,44,17
27,32,6,6,22,27,17
50,50,5,5,45,45,17
42,43,5,6,36,38,17
27,33,5,6,22,28,17
44,45,5,5,39,40,17
31,35,5,6,26,30,17
55,57,5,6,50,52,17
32,33,5,5,27,28,17
60,65,5,6,54,60,17
29,28,5,5,24,23,17
37,37,6,5,32,32,17
34,34,5,5,29,29,17
29,29,6,5,24,24,17
32,39,5,5,27,34,17
27,32,5,6,22,27,17
59,62,5,6,53,57,17
72,76,7,6,66,70,17
63,70,5,6,58,64,17
61,62,5,5,56,57,17
36,38,5,5,31,32,17
33,45,5,5,28,40,17
42,44,5,6,36,38,17
36,35,5,5,31,30,18
63,58,5,5,57,52,18
42,42,5,5,37,37,18
38,36,5,5,33,31,18
94,93,8,8,86,85,18
45,41,6,6,40,36,18
108,109,9,9,99,100,18
48,48,5,6,43,43,18
40,40,5,5,35,35,18
83,75,7,6,76,69,18
47,42,5,5,42,37,18
39,35,6,5,34,30,18
95,86,8,8,87,78,18
40,36,6,5,35,30,18
52,53,5,5,47,48,18
41,38,5,5,35,32,18
119,119,10,9,110,109,18
29,27,5,6,24,22,18
53,53,5,5,48,48,18
92,93,8,8,84,85,18
29,27,5,6,24,22,18
27,27,5,6,22,22,18
28,27,5,6,23,22,18
47,42,6,5,42,36,18
48,45,5,5,42,40,18
44,41,5,5,39,36,18
42,42,6,5,37,37,18
105,105,9,8,96,96,18
120,114,10,9,110,104,18
142,142,12,12,130,130,18
27,27,5,6,22,22,18
31,28,5,5,25,23,18
51,47,6,5,46,42,18
48,47,5,5,43,42,18
52,53,5,5,47,48,18
87,78,7,7,79,71,18
45,41,6,6,40,36,18
50,45,5,5,45,40,18
42,43,5,5,37,38,18
92,92,8,8,84,84,18
63,58,5,5,57,52,18
68,61,6,5,62,56,18
52,46,6,5,47,41,18
48,47,5,6,42,42,18
69,61,6,5,62,56,18
56,53,5,5,51,48,18
46,46,5,6,41,41,18
34,32,5,6,29,27,18
55,53,5,5,50,48,18
50,46,5,5,45,41,18
47,44,5,5,42,39,18
47,44,5,5,42,39,18
114,104,10,9,105,95,18
95,88,8,8,87,80,18
41,37,5,5,35,31,18
92,89,8,8,84,81,18
39,36,6,5,34,31,18
27,27,5,6,22,22,18
96,92,8,8,88,84,18
27,27,5,6,22,22,18
56,53,6,5,51,48,18
44,40,5,6,39,35,18
42,42,5,5,37,37,18
48,43,5,5,43,37,18
68,60,7,5,62,54,18
42,42,5,5,37,37,18
69,62,6,6,62,57,18
68,61,6,6,62,56,18
56,54,6,5,51,49,18
52,46,6,5,47,41,18
29,28,5,5,24,23,18
32,28,5,5,26,23,18
29,28,6,5,24,23,18
60,55,5,5,55,50,18
30,28,5,5,25,23,18
69,62,6,5,62,57,18
45,41,6,5,40,36,18
27,26,5,6,21,21,18
109,108,10,9,100,99,18
29,27,5,6,24,22,18
108,106,10,9,99,97,18
46,41,5,5,41,36,18
34,32,5,6,29,26,18
56,53,5,6,51,48,18
40,38,6,5,35,33,18
32,30,5,5,27,25,18
45,42,5,5,40,37,18
32,30,5,5,26,24,18
45,42,5,6,40,36,18
83,75,7,6,76,69,18
60,55,5,5,55,50,18
35,35,5,5,30,30,18
53,50,6,5,47,45,18
56,53,5,6,51,48,18
46,45,5,6,41,40,18
39,35,5,5,34,30,18
46,46,6,6,41,41,18
43,40,5,5,38,35,18
39,35,5,5,34,30,18
84,75,7,6,76,69,18
68,60,7,5,62,54,18
39,36,5,5,34,31,18
51,45,6,5,46,40,18
46,46,6,6,41,41,18
96,89,8,8,88,81,18
40,38,6,5,35,32,18
47,44,5,5,42,39,18
69,62,6,5,62,57,18
68,60,6,5,62,54,18
53,47,5,5,47,42,18
39,35,6,5,34,30,18
87,78,7,7,79,71,18
43,40,5,5,38,35,18
83,75,7,6,76,69,18
53,48,5,5,48,43,18
69,63,6,5,62,58,18
46,42,5,5,41,37,18
28,27,5,6,23,22,18
30,27,5,5,25,22,18
52,47,6,6,46,42,18
39,36,6,5,34,31,18
36,35,5,5,31,30,18
69,62,6,5,62,57,18
83,75,7,6,76,69,18
51,47,6,5,46,42,18
47,46,5,6,42,41,18
111,106,10,9,102,97,18
83,75,7,6,76,69,18
30,28,5,5,25,23,18
68,67,6,6,62,62,18
43,41,5,5,38,36,18
32,31,5,5,27,26,18
43,42,5,6,38,37,18
120,98,10,9,110,90,19
95,84,8,7,87,77,19
87,76,8,7,80,69,19
100,88,8,8,91,80,19
107,94,9,9,98,86,19
76,67,6,6,70,61,19
39,38,5,5,34,33,19
46,42,5,5,41,37,19
115,101,9,9,105,92,19
62,53,6,5,57,48,19
114,94,9,9,104,85,19
47,45,5,5,42,40,19
84,72,7,6,77,65,19
81,70,7,6,75,63,19
47,44,5,5,42,39,19
104,92,8,8,96,84,19
47,44,5,5,42,39,19
122,97,10,9,112,89,19
47,43,5,5,42,38,19
118,95,10,9,108,86,19
46,41,5,6,41,36,19
92,73,9,6,84,66,19
113,95,9,9,104,86,19
47,43,5,5,42,38,19
112,97,9,9,103,89,19
59,53,5,5,54,48,19
56,51,5,5,51,46,19
113,95,9,9,104,86,19
46,42,5,5,41,37,19
48,45,5,5,43,40,19
46,41,5,5,41,36,19
47,43,5,5,42,38,19
59,52,5,5,53,46,19
55,51,5,5,50,46,19
46,41,5,6,41,36,19
59,53,5,5,54,47,19
113,96,9,9,104,87,19
46,44,5,6,41,39,19
38,37,5,5,33,32,19
95,85,8,7,87,78,19
52,49,5,5,47,44,19
52,46,5,5,47,41,19
100,90,9,7,92,83,19
48,45,5,5,43,40,19
61,53,5,5,55,47,19
99,87,8,8,91,80,19
35,36,5,6,30,30,19
38,37,5,6,33,32,19
40,38,5,5,35,33,19
37,37,5,6,32,31,19
88,72,8,6,80,66,19
113,95,9,9,104,86,19
100,83,9,7,91,76,19
95,85,8,7,87,78,19
45,42,5,5,40,37,19
67,57,6,5,61,51,19
116,93,10,9,106,85,19
122,97,10,9,112,89,19
88,72,8,6,81,66,19
119,111,10,9,109,101,19
46,41,5,5,41,36,19
91,79,8,7,83,72,19
62,53,6,5,57,48,19
47,43,5,5,42,38,19
114,94,9,9,104,85,19
46,42,5,6,41,37,19
51,48,5,5,46,43,19
95,88,9,7,87,81,19
72,64,6,5,66,58,19
65,55,6,5,59,49,19
138,124,12,10,126,113,19
52,46,5,5,47,41,19
94,85,9,6,86,79,19
114,94,9,9,104,86,19
118,100,10,9,108,91,19
104,92,9,8,95,85,19
70,61,6,5,64,55,19
50,47,5,5,45,42,19
87,73,8,6,80,66,19
52,46,5,5,47,41,19
55,51,5,5,50,46,19
114,102,9,9,105,94,19
39,38,5,5,34,33,19
45,41,5,5,40,36,19
56,50,5,5,51,44,19
111,101,9,9,102,92,19
59,52,5,5,53,46,19
45,43,5,6,40,38,19
110,94,9,9,101,86,19
111,100,9,9,101,90,19
114,93,9,9,104,84,19
138,123,12,10,126,112,19
75,66,6,6,69,60,19
110,102,9,9,101,93,19
114,93,9,9,104,84,19
90,70,8,6,82,64,19
89,78,8,7,81,71,19
39,38,5,6,34,33,19
47,44,5,5,42,39,19
50,46,5,5,45,41,19
48,45,5,5,43,40,19
46,41,5,5,41,36,19
88,77,8,7,80,70,19
36,36,5,6,31,30,19
43,41,5,5,38,36,19
103,92,9,8,94,84,19
109,91,9,8,100,83,19
42,39,5,6,37,33,19
97,86,8,8,89,79,19
78,68,6,6,71,62,19
55,49,5,5,50,43,19
47,45,5,5,42,40,19
70,60,6,5,64,54,19
67,57,6,5,61,51,19
38,37,5,6,33,32,19
53,47,5,5,48,42,19
104,97,9,8,94,88,19
67,56,6,5,61,50,19
118,98,10,9,109,90,19
107,96,9,9,98,87,19
70,61,6,5,64,55,19
93,80,9,6,85,74,19
46,42,5,5,41,37,19
65,57,6,5,60,51,19
46,42,5,6,41,37,19
69,59,6,5,63,53,19
53,50,5,5,48,45,19
71,62,6,5,65,56,19
113,99,9,9,104,91,19
53,50,5,5,48,45,19
73,65,6,6,67,59,19
96,85,8,8,88,78,19
55,48,5,5,49,43,19
39,38,5,6,34,33,19
46,41,5,6,41,36,19
88,72,8,6,81,66,19
115,94,10,9,105,85,19
47,43,5,5,42,38,19
108,93,9,9,99,85,19
112,97,9,9,103,89,19
129,117,11,10,118,107,19
47,43,5,5,42,38,19
41,38,5,6,36,33,19
108,93,9,9,99,85,19
84,68,7,6,76,62,19
111,100,9,9,102,92,19
120,108,10,9,110,99,19
44,41,5,5,39,36,19
46,42,5,5,41,37,19
47,44,5,5,42,39,19
59,52,5,5,53,46,19
112,91,9,8,102,83,19
110,102,9,9,101,93,19
111,103,9,9,101,93,19
62,54,6,5,57,48,19
53,49,5,5,48,44,19
60,53,5,5,55,47,19
129,119,11,10,118,108,19
88,77,8,7,81,70,19
76,67,6,6,70,61,19
111,98,9,9,102,90,19
46,41,5,5,41,36,19
47,44,5,5,42,39,19
40,38,5,6,35,33,19
90,79,8,7,83,72,19
42,40,5,5,37,35,19
36,36,5,6,31,31,19
47,43,5,5,42,38,19
64,56,6,5,59,51,19
46,44,5,5,41,39,19
50,46,5,5,45,41,19
116,96,10,9,107,88,19
47,45,5,5,42,40,19
95,86,8,7,87,79,19
46,42,5,5,41,37,19
42,41,5,6,37,36,19
44,42,5,5,39,37,19
120,96,10,9,110,88,19
39,38,5,5,34,32,19
58,51,5,5,52,45,19
115,93,10,9,105,84,19
108,93,9,9,99,85,19
108,90,9,8,98,81,19
47,45,5,5,42,40,19
90,79,8,7,83,72,19
97,89,9,7,89,82,19
120,99,10,9,110,90,19
62,54,6,5,57,49,19
138,125,12,10,126,114,19
59,52,5,5,53,46,19
101,89,8,8,92,81,19
50,46,5,5,45,41,19
49,45,5,5,44,40,19
72,63,6,5,66,57,19
54,51,5,5,49,46,19
88,72,8,6,81,66,19
41,38,5,6,36,33,19
39,38,5,5,34,33,19
119,99,10,9,109,91,19
79,69,6,6,72,63,19
92,72,8,6,84,66,19
67,56,6,5,61,50,19
39,38,5,5,34,33,19
110,102,9,9,100,92,19
92,76,9,6,84,69,19
119,95,10,9,109,87,19
45,40,5,5,40,35,19
120,98,10,9,110,90,19
114,99,9,9,105,91,19
100,89,8,8,92,81,19
49,45,5,5,44,40,19
70,62,6,6,65,57,19
60,52,5,5,55,47,19
109,103,9,9,99,93,19
47,44,5,5,42,39,19
89,72,8,6,81,65,19
50,47,5,5,45,42,19
81,68,7,6,74,62,19
70,67,6,5,64,61,20
57,52,6,6,51,47,20
44,43,5,6,39,38,20
61,53,6,5,55,48,20
38,38,5,5,33,33,20
27,25,5,5,22,20,20
53,45,6,6,47,40,20
35,35,5,5,30,30,20
70,67,6,5,64,62,20
34,35,5,6,29,30,20
31,30,5,5,26,25,20
39,37,5,6,34,32,20
27,26,6,5,22,21,20
33,33,5,6,28,27,20
47,47,5,5,42,42,20
66,65,6,6,61,59,20
34,32,5,5,29,27,20
35,32,5,5,29,27,20
44,42,5,5,39,37,20
37,34,6,5,31,28,20
44,40,5,6,38,34,20
27,25,6,5,22,20,20
34,33,5,5,29,28,20
27,26,5,5,22,21,20
79,75,7,6,72,69,20
37,34,5,5,32,29,20
54,47,5,5,49,42,20
35,35,5,5,30,30,20
27,27,5,6,22,22,20
39,39,5,6,34,34,20
59,53,5,5,54,48,20
34,35,5,5,29,30,20
27,27,5,5,22,22,20
36,35,6,5,31,30,20
55,48,5,5,50,43,20
35,33,5,5,29,27,20
57,51,5,5,52,46,20
60,52,6,5,54,47,20
54,47,6,6,49,42,20
56,51,6,6,51,46,20
39,38,5,5,34,33,20
55,48,6,6,49,43,20
37,35,6,5,32,30,20
38,39,5,6,33,34,20
36,35,5,5,31,30,20
39,37,5,5,34,32,20
35,32,5,5,29,27,20
37,35,6,5,32,30,20
34,34,5,6,29,29,20
35,35,5,5,30,30,20
27,26,5,5,22,21,20
37,34,6,5,31,29,20
39,37,5,5,34,32,20
34,33,5,5,29,27,20
27,27,5,5,22,22,20
60,55,5,5,55,50,20
61,54,5,5,55,49,20
62,58,5,5,57,53,20
32,32,5,5,27,27,20
37,34,6,5,31,28,20
60,56,6,6,55,51,20
44,44,5,5,39,39,20
44,44,6,6,39,39,20
45,45,5,6,40,40,20
57,51,5,5,52,46,20
40,37,5,6,35,32,20
42,37,6,5,36,32,20
62,55,5,5,56,50,20
39,38,5,5,34,33,20
39,38,5,6,34,33,20
44,44,5,5,39,39,20
27,25,5,5,22,20,20
35,35,5,5,30,30,20
67,66,6,6,61,60,20
34,33,5,5,29,27,20
44,40,5,6,38,34,20
35,33,5,5,29,27,20
36,35,6,6,31,30,20
38,38,5,6,33,33,20
44,42,5,5,39,37,20
35,35,6,6,30,30,20
37,34,5,5,31,28,20
45,41,5,5,40,35,20
46,46,5,5,41,41,20
27,26,5,5,22,21,20
39,38,5,5,34,33,20
56,51,6,6,51,46,20
59,52,5,5,54,47,20
44,43,5,5,39,37,20
37,37,6,5,32,32,20
58,50,6,5,52,45,20
40,39,5,5,35,34,20
55,48,6,6,49,43,20
30,30,5,6,25,25,20
44,44,5,5,39,39,20
46,45,5,6,41,40,20
37,34,6,5,31,28,20
35,35,5,5,30,30,20
35,32,5,5,29,27,20
56,49,5,5,51,44,20
34,33,6,5,29,28,20
47,46,5,5,42,41,20
34,35,5,6,29,30,20
58,50,6,5,52,45,20
51,46,5,5,45,41,20
40,39,5,5,35,34,20
27,25,5,5,22,20,20
28,25,5,5,23,20,20
60,57,5,5,55,52,20
27,25,6,5,22,20,20
60,58,5,6,55,53,20
63,56,6,5,57,51,20
38,38,5,5,33,33,20
61,56,5,5,56,51,20
44,44,5,5,39,39,20
63,56,6,5,57,51,20
27,25,6,5,22,20,20
27,26,6,5,22,21,20
40,39,5,5,35,34,20
35,35,6,6,30,30,20
45,42,5,6,40,37,20
47,47,5,5,42,42,20
40,35,5,6,34,30,20
34,33,5,6,29,28,20
38,38,5,6,33,33,20
27,25,5,5,22,20,20
62,54,6,5,56,49,20
27,26,5,5,22,21,20
39,39,5,5,34,34,20
37,36,6,5,32,31,20
35,32,5,5,29,27,20
39,39,5,5,34,34,20
27,27,5,5,22,22,20
45,42,5,6,40,36,20
42,37,6,5,36,31,20
62,60,5,6,57,55,20
39,38,5,6,34,33,20
37,34,5,5,32,29,20
76,74,7,6,69,68,20
41,37,5,5,35,31,20
35,32,5,5,29,27,20
45,41,5,5,40,35,20
45,42,5,6,40,36,20
27,25,5,5,22,20,20
71,68,6,5,65,62,20
39,34,5,5,33,29,20
61,57,5,5,56,52,20
62,54,6,5,56,49,20
32,32,5,5,27,27,20
47,47,5,5,42,42,20
34,33,6,5,29,28,20
39,38,5,6,34,33,20
61,57,6,5,56,52,20
38,38,5,5,33,33,20
44,44,6,6,39,39,20
37,34,5,5,32,29,20
44,44,6,6,39,39,20
34,33,5,5,29,27,20
35,32,5,5,29,27,20
27,25,5,5,22,20,20
41,37,5,5,35,31,20
38,34,6,5,32,28,20
27,27,5,6,22,22,20
58,55,5,5,53,50,20
34,34,5,6,29,29,20
28,25,5,5,23,20,20
50,46,5,6,45,41,20
27,25,5,5,22,20,20
40,34,5,6,34,29,20
33,33,5,5,28,28,20
35,33,5,5,29,27,20
48,47,5,5,43,42,20
39,39,5,5,34,34,20
42,37,6,5,36,31,20
36,33,5,5,30,27,20
40,34,5,6,34,29,20
40,35,5,6,34,30,20
38,38,5,6,33,33,20
45,45,5,5,40,40,20
44,44,5,5,39,39,20
39,34,6,5,33,29,20
54,46,6,6,48,41,20
30,28,5,5,25,23,20
68,61,6,5,62,56,20
44,44,6,6,39,39,20
57,53,6,6,52,48,20
70,67,6,6,64,62,20
35,35,5,5,30,30,20
39,34,5,5,33,29,20
54,47,6,6,48,42,20
35,35,5,5,30,30,20
33,33,5,5,28,28,20
40,39,5,6,35,34,20
44,43,5,6,39,37,20
68,64,6,5,62,59,20
42,37,6,5,36,31,20
41,39,5,5,36,34,20
35,33,5,5,29,28,20
62,58,5,5,57,53,20
39,39,5,5,34,34,20
29,29,5,6,24,24,20
37,35,6,5,32,30,20
51,46,5,5,46,41,21
40,39,5,5,35,34,21
55,52,5,5,50,47,21
35,35,5,6,30,30,21
55,47,5,5,50,42,21
41,39,5,6,36,34,21
52,46,5,5,47,41,21
53,47,6,5,48,42,21
56,48,5,5,51,43,21
83,74,7,6,76,68,21
60,56,6,5,55,51,21
35,34,5,5,30,29,21
50,47,5,5,45,41,21
45,42,5,5,40,37,21
34,35,5,6,29,29,21
33,33,5,6,28,28,21
46,42,5,5,41,37,21
29,28,6,5,24,23,21
83,74,7,6,76,68,21
29,29,5,5,24,24,21
34,33,5,5,29,28,21
58,54,5,6,53,49,21
41,39,5,6,36,34,21
84,75,7,6,77,69,21
39,36,5,5,34,31,21
40,39,5,6,35,34,21
64,59,6,5,59,53,21
49,44,5,5,44,39,21
38,34,5,5,33,29,21
60,57,5,5,55,52,21
47,44,5,5,42,39,21
35,34,5,6,30,29,21
51,45,5,5,46,40,21
35,34,5,6,30,29,21
34,35,5,6,29,29,21
47,44,5,5,42,39,21
33,34,5,6,28,28,21
41,39,5,6,36,34,21
55,50,5,6,50,45,21
59,51,5,6,54,46,21
34,34,5,6,29,29,21
79,70,7,5,73,65,21
35,34,5,6,30,29,21
59,56,5,5,54,51,21
40,38,5,6,35,33,21
67,62,5,5,61,57,21
46,42,5,5,41,37,21
59,55,5,6,54,50,21
42,40,5,5,37,35,21
40,39,5,6,35,34,21
72,68,6,6,65,61,21
40,37,5,5,35,32,21
30,30,5,5,25,25,21
45,42,5,5,40,37,21
62,57,6,5,57,52,21
54,47,5,5,49,42,21
